Sample1,Sample2,Distance
./GCF_000006945.ffn,./GCF_020715465.ffn,0.9086976320582878
./GCF_000006945.ffn,./GCF_021266265.ffn,0.948051948051948
./GCF_000006945.ffn,./GCF_021497565.ffn,0.9476200825907412
./GCF_000006945.ffn,./GCF_021713115.ffn,0.8940620782726046
./GCF_000006945.ffn,./GCF_022226915.ffn,0.9561655966349348
./GCF_000006945.ffn,./GCF_022559445.ffn,0.9465298996071584
./GCF_000006945.ffn,./GCF_023379985.ffn,0.9088817303267372
./GCF_000006945.ffn,./GCF_024266125.ffn,0.910161360662887
./GCF_000006945.ffn,./GCF_024266285.ffn,0.9608331446683268
./GCF_000006945.ffn,./GCF_024364925.ffn,0.1608346011736579
./GCF_000006945.ffn,./GCF_025426275.ffn,0.9141490980221691
./GCF_000006945.ffn,./GCF_026801955.ffn,0.1865572315882875
./GCF_000006945.ffn,./GCF_028551175.ffn,0.1551836557270158
./GCF_000006945.ffn,./GCF_028892685.ffn,0.9208867637470116
./GCF_000006945.ffn,./GCF_028892995.ffn,0.9417069951605808
./GCF_000006945.ffn,./GCF_029866625.ffn,0.9121930015214084
./GCF_000006945.ffn,./GCF_030122195.ffn,0.9093515659461844
./GCF_000006945.ffn,./GCF_030254725.ffn,0.958351504579154
./GCF_000006945.ffn,./GCF_030505835.ffn,0.9593566615953054
./GCF_000006945.ffn,./GCF_031035935.ffn,0.956113537117904
./GCF_000006945.ffn,./GCF_031038955.ffn,0.9088416723783412
./GCF_000006945.ffn,./GCF_031039735.ffn,0.9489241469245816
./GCF_000006945.ffn,./GCF_031039875.ffn,0.9493838028169014
./GCF_000006945.ffn,./GCF_032465795.ffn,0.9037165833514452
./GCF_000006945.ffn,./GCF_037779835.ffn,0.927624429471854
./GCF_000006945.ffn,./GCF_037856515.ffn,0.0893284068680721
./GCF_000006945.ffn,./GCF_037888875.ffn,0.1349706585524885
./GCF_000006945.ffn,./GCF_037888925.ffn,0.1349706585524885
./GCF_000006945.ffn,./GCF_038381885.ffn,0.1573570962834166
./GCF_000006945.ffn,./GCF_039775395.ffn,0.9050900200044454
./GCF_000006945.ffn,./GCF_039778195.ffn,0.9047830923248054
./GCF_000006945.ffn,./GCF_039778255.ffn,0.9045567898435728
./GCF_000006945.ffn,./GCF_040895365.ffn,0.9501123595505618
./GCF_000006945.ffn,./GCF_041080895.ffn,0.0071723538361225
./GCF_000006945.ffn,./GCF_041117435.ffn,0.948712304644508
./GCF_000006945.ffn,./GCF_041411285.ffn,0.9099040139616056
./GCF_000006945.ffn,./GCF_041927315.ffn,0.9468736335811108
./GCF_000006945.ffn,./GCF_041937595.ffn,0.9293631819169744
./GCF_000006945.ffn,./GCF_042185415.ffn,0.1540969354488154
./GCF_000006945.ffn,./GCF_042191485.ffn,0.9589967284623772
./GCF_000006945.ffn,./GCF_900205245.ffn,0.9591393175396652
./GCF_000006945.ffn,./GCF_900205295.ffn,0.9565217391304348
./GCF_000006945.ffn,./GCF_907163145.ffn,0.1649641382308193
./GCF_000006945.ffn,./GCF_907163195.ffn,0.1686589871767007
./GCF_000271905.ffn,./GCF_000335875.ffn,0.9056943506639658
./GCF_000271905.ffn,./GCF_000462995.ffn,0.930650295588904
./GCF_000271905.ffn,./GCF_000487035.ffn,0.961936193619362
./GCF_000271905.ffn,./GCF_000487215.ffn,0.9668396120009024
./GCF_000271905.ffn,./GCF_000623175.ffn,0.9042279841158608
./GCF_000271905.ffn,./GCF_000623635.ffn,0.9040056885517896
./GCF_000271905.ffn,./GCF_000624355.ffn,0.9044376614228692
./GCF_000271905.ffn,./GCF_000624555.ffn,0.904650070455613
./GCF_000271905.ffn,./GCF_000624655.ffn,0.904683454930572
./GCF_000271905.ffn,./GCF_000625015.ffn,0.9052931402800856
./GCF_000271905.ffn,./GCF_000625535.ffn,0.9049870007090522
./GCF_000271905.ffn,./GCF_000625735.ffn,0.9042779484755376
./GCF_000271905.ffn,./GCF_000626035.ffn,0.9046161092793216
./GCF_000271905.ffn,./GCF_000626075.ffn,0.9044031080762892
./GCF_000271905.ffn,./GCF_000626375.ffn,0.9059907834101384
./GCF_000271905.ffn,./GCF_000743055.ffn,0.8955490941623798
./GCF_000271905.ffn,./GCF_000831045.ffn,0.9043620247259156
./GCF_000271905.ffn,./GCF_001623585.ffn,0.91311180960934
./GCF_000271905.ffn,./GCF_001623625.ffn,0.9110304130730822
./GCF_000271905.ffn,./GCF_001623725.ffn,0.8961496149614961
./GCF_000271905.ffn,./GCF_001652385.ffn,0.8941694169416942
./GCF_000271905.ffn,./GCF_001831715.ffn,0.9104510451045104
./GCF_000271905.ffn,./GCF_001831985.ffn,0.9656765676567656
./GCF_000271905.ffn,./GCF_002507745.ffn,0.8904939422180802
./GCF_000271905.ffn,./GCF_002761335.ffn,0.9598108747044918
./GCF_000271905.ffn,./GCF_002761455.ffn,0.9610419548178885
./GCF_000271905.ffn,./GCF_002761475.ffn,0.9641879562043796
./GCF_000271905.ffn,./GCF_002900325.ffn,0.9025840384175624
./GCF_000271905.ffn,./GCF_003067925.ffn,0.9654565456545654
./GCF_000271905.ffn,./GCF_003067985.ffn,0.9553894927536232
./GCF_000271905.ffn,./GCF_003325335.ffn,0.9306666666666666
./GCF_000271905.ffn,./GCF_003581245.ffn,0.2209020902090209
./GCF_000271905.ffn,./GCF_003717055.ffn,0.9612761276127612
./GCF_000271905.ffn,./GCF_003718095.ffn,0.9608360836083608
./GCF_000271905.ffn,./GCF_003719215.ffn,0.9614961496149615
./GCF_000271905.ffn,./GCF_003986655.ffn,0.9007700770077008
./GCF_000271905.ffn,./GCF_004324015.ffn,0.8937293729372937
./GCF_000271905.ffn,./GCF_004324275.ffn,0.8935093509350935
./GCF_000271905.ffn,./GCF_004919405.ffn,0.8836083608360836
./GCF_000271905.ffn,./GCF_005221485.ffn,0.9398478912191748
./GCF_000271905.ffn,./GCF_006741505.ffn,0.9511551155115512
./GCF_000271905.ffn,./GCF_006969245.ffn,0.9509350935093508
./GCF_000271905.ffn,./GCF_009664575.ffn,0.8932893289328933
./GCF_000271905.ffn,./GCF_009729935.ffn,0.961067051189618
./GCF_000271905.ffn,./GCF_009884375.ffn,0.9003300330033003
./GCF_000271905.ffn,./GCF_015697785.ffn,0.8965896589658966
./GCF_000271905.ffn,./GCF_016025415.ffn,0.8937293729372937
./GCF_000271905.ffn,./GCF_016452045.ffn,0.9130913091309132
./GCF_000271905.ffn,./GCF_016454305.ffn,0.9946079532689284
./GCF_000271905.ffn,./GCF_016917395.ffn,0.9346613545816732
./GCF_000271905.ffn,./GCF_017372255.ffn,0.9075907590759076
./GCF_000271905.ffn,./GCF_019645915.ffn,0.9606160616061606
./GCF_000271905.ffn,./GCF_019670345.ffn,0.893949394939494
./GCF_000271905.ffn,./GCF_019670385.ffn,0.8941694169416942
./GCF_000271905.ffn,./GCF_020715465.ffn,0.9050546448087432
./GCF_000271905.ffn,./GCF_021266265.ffn,0.9493954321540528
./GCF_000271905.ffn,./GCF_021497565.ffn,0.944994499449945
./GCF_000271905.ffn,./GCF_021713115.ffn,0.9008097165991904
./GCF_000271905.ffn,./GCF_022226915.ffn,0.9586008412663272
./GCF_000271905.ffn,./GCF_022559445.ffn,0.9485148514851484
./GCF_000271905.ffn,./GCF_023379985.ffn,0.9035895075931892
./GCF_000271905.ffn,./GCF_024266125.ffn,0.9082508250825082
./GCF_000271905.ffn,./GCF_024266285.ffn,0.9637763187683948
./GCF_000271905.ffn,./GCF_024364925.ffn,0.8943894389438944
./GCF_000271905.ffn,./GCF_025426275.ffn,0.9183718371837184
./GCF_000271905.ffn,./GCF_026801955.ffn,0.8866459627329193
./GCF_000271905.ffn,./GCF_028551175.ffn,0.8941694169416942
./GCF_000271905.ffn,./GCF_028892685.ffn,0.9157315731573156
./GCF_000271905.ffn,./GCF_028892995.ffn,0.9443344334433444
./GCF_000271905.ffn,./GCF_029866625.ffn,0.907810781078108
./GCF_000271905.ffn,./GCF_030122195.ffn,0.9102337891486546
./GCF_000271905.ffn,./GCF_030254725.ffn,0.9612761276127612
./GCF_000271905.ffn,./GCF_030505835.ffn,0.9641364136413642
./GCF_000271905.ffn,./GCF_031035935.ffn,0.9632563256325632
./GCF_000271905.ffn,./GCF_031038955.ffn,0.90815627141878
./GCF_000271905.ffn,./GCF_031039735.ffn,0.9504950495049505
./GCF_000271905.ffn,./GCF_031039875.ffn,0.9529049295774648
./GCF_000271905.ffn,./GCF_032465795.ffn,0.9073707370737074
./GCF_000271905.ffn,./GCF_037779835.ffn,0.9254125412541254
./GCF_000271905.ffn,./GCF_037856515.ffn,0.8965896589658966
./GCF_000271905.ffn,./GCF_037888875.ffn,0.8844884488448845
./GCF_000271905.ffn,./GCF_037888925.ffn,0.8844884488448845
./GCF_000271905.ffn,./GCF_038381885.ffn,0.8941694169416942
./GCF_000271905.ffn,./GCF_039775395.ffn,0.9113136252500555
./GCF_000271905.ffn,./GCF_039778195.ffn,0.9101223581757508
./GCF_000271905.ffn,./GCF_039778255.ffn,0.9109045567898436
./GCF_000271905.ffn,./GCF_040895365.ffn,0.9485393258426966
./GCF_000271905.ffn,./GCF_041080895.ffn,0.8932893289328933
./GCF_000271905.ffn,./GCF_041117435.ffn,0.9502531366938146
./GCF_000271905.ffn,./GCF_041411285.ffn,0.907810781078108
./GCF_000271905.ffn,./GCF_041927315.ffn,0.9489548954895488
./GCF_000271905.ffn,./GCF_041937595.ffn,0.9267326732673268
./GCF_000271905.ffn,./GCF_042185415.ffn,0.8928492849284928
./GCF_000271905.ffn,./GCF_042191485.ffn,0.9608360836083608
./GCF_000271905.ffn,./GCF_900205245.ffn,0.9608360836083608
./GCF_000271905.ffn,./GCF_900205295.ffn,0.9594809924880492
./GCF_000271905.ffn,./GCF_907163145.ffn,0.8952695269526952
./GCF_000271905.ffn,./GCF_907163195.ffn,0.8952695269526952
./GCF_000335875.ffn,./GCF_000462995.ffn,0.5738972260118236
./GCF_000335875.ffn,./GCF_000487035.ffn,0.9619626378573036
./GCF_000335875.ffn,./GCF_000487215.ffn,0.9639070606812542
./GCF_000335875.ffn,./GCF_000623175.ffn,0.0950712450362065
./GCF_000335875.ffn,./GCF_000623635.ffn,0.0948091964920597
./GCF_000335875.ffn,./GCF_000624355.ffn,0.1004930734914299
./GCF_000335875.ffn,./GCF_000624555.ffn,0.0972287458900892
./GCF_000335875.ffn,./GCF_000624655.ffn,0.096493292539421
./GCF_000335875.ffn,./GCF_000625015.ffn,0.0973178257773558
./GCF_000335875.ffn,./GCF_000625535.ffn,0.1013944693925785
./GCF_000335875.ffn,./GCF_000625735.ffn,0.0966674545024816
./GCF_000335875.ffn,./GCF_000626035.ffn,0.0977390485162505
./GCF_000335875.ffn,./GCF_000626075.ffn,0.0972451141982576
./GCF_000335875.ffn,./GCF_000626375.ffn,0.1119815668202765
./GCF_000335875.ffn,./GCF_000743055.ffn,0.9113211793832996
./GCF_000335875.ffn,./GCF_000831045.ffn,0.0947049218567763
./GCF_000335875.ffn,./GCF_001623585.ffn,0.9207742516317804
./GCF_000335875.ffn,./GCF_001623625.ffn,0.9196550158874264
./GCF_000335875.ffn,./GCF_001623725.ffn,0.9088453747467928
./GCF_000335875.ffn,./GCF_001652385.ffn,0.9065946432590593
./GCF_000335875.ffn,./GCF_001831715.ffn,0.9133468377222598
./GCF_000335875.ffn,./GCF_001831985.ffn,0.9637632230474904
./GCF_000335875.ffn,./GCF_002507745.ffn,0.9165890027958994
./GCF_000335875.ffn,./GCF_002761335.ffn,0.9605200945626478
./GCF_000335875.ffn,./GCF_002761455.ffn,0.9610419548178885
./GCF_000335875.ffn,./GCF_002761475.ffn,0.9641879562043796
./GCF_000335875.ffn,./GCF_002900325.ffn,0.9112737251314886
./GCF_000335875.ffn,./GCF_003067925.ffn,0.9633130767499436
./GCF_000335875.ffn,./GCF_003067985.ffn,0.9590126811594204
./GCF_000335875.ffn,./GCF_003325335.ffn,0.9356290794508216
./GCF_000335875.ffn,./GCF_003581245.ffn,0.9074949358541526
./GCF_000335875.ffn,./GCF_003717055.ffn,0.9639882961962638
./GCF_000335875.ffn,./GCF_003718095.ffn,0.9635381498987172
./GCF_000335875.ffn,./GCF_003719215.ffn,0.9642133693450372
./GCF_000335875.ffn,./GCF_003986655.ffn,0.9119963988296196
./GCF_000335875.ffn,./GCF_004324015.ffn,0.9119963988296196
./GCF_000335875.ffn,./GCF_004324275.ffn,0.912221471978393
./GCF_000335875.ffn,./GCF_004919405.ffn,0.9056943506639658
./GCF_000335875.ffn,./GCF_005221485.ffn,0.9426135054159944
./GCF_000335875.ffn,./GCF_006741505.ffn,0.9489083952284492
./GCF_000335875.ffn,./GCF_006969245.ffn,0.9522844924600496
./GCF_000335875.ffn,./GCF_009664575.ffn,0.9119963988296196
./GCF_000335875.ffn,./GCF_009729935.ffn,0.9596250901225668
./GCF_000335875.ffn,./GCF_009884375.ffn,0.9095205941931128
./GCF_000335875.ffn,./GCF_015697785.ffn,0.9144722034661265
./GCF_000335875.ffn,./GCF_016025415.ffn,0.9124465451271664
./GCF_000335875.ffn,./GCF_016452045.ffn,0.9279765923925276
./GCF_000335875.ffn,./GCF_016454305.ffn,0.9943731712806664
./GCF_000335875.ffn,./GCF_016917395.ffn,0.9357237715803453
./GCF_000335875.ffn,./GCF_017372255.ffn,0.0328606797209092
./GCF_000335875.ffn,./GCF_019645915.ffn,0.9633130767499436
./GCF_000335875.ffn,./GCF_019670345.ffn,0.9119963988296196
./GCF_000335875.ffn,./GCF_019670385.ffn,0.9124465451271664
./GCF_000335875.ffn,./GCF_020715465.ffn,0.032103825136612
./GCF_000335875.ffn,./GCF_021266265.ffn,0.949358541525996
./GCF_000335875.ffn,./GCF_021497565.ffn,0.9482331757821292
./GCF_000335875.ffn,./GCF_021713115.ffn,0.9047940580688724
./GCF_000335875.ffn,./GCF_022226915.ffn,0.9608372721134368
./GCF_000335875.ffn,./GCF_022559445.ffn,0.945532297996849
./GCF_000335875.ffn,./GCF_023379985.ffn,0.0218591808559595
./GCF_000335875.ffn,./GCF_024266125.ffn,0.0420886788206167
./GCF_000335875.ffn,./GCF_024266285.ffn,0.9615123386914196
./GCF_000335875.ffn,./GCF_024364925.ffn,0.9126716182759396
./GCF_000335875.ffn,./GCF_025426275.ffn,0.6306549628629304
./GCF_000335875.ffn,./GCF_026801955.ffn,0.9115462525320728
./GCF_000335875.ffn,./GCF_028551175.ffn,0.9133468377222598
./GCF_000335875.ffn,./GCF_028892685.ffn,0.9293270312851676
./GCF_000335875.ffn,./GCF_028892995.ffn,0.9441818591042088
./GCF_000335875.ffn,./GCF_029866625.ffn,0.0675219446320054
./GCF_000335875.ffn,./GCF_030122195.ffn,0.1262660364618501
./GCF_000335875.ffn,./GCF_030254725.ffn,0.9635381498987172
./GCF_000335875.ffn,./GCF_030505835.ffn,0.9635381498987172
./GCF_000335875.ffn,./GCF_031035935.ffn,0.962862930452397
./GCF_000335875.ffn,./GCF_031038955.ffn,0.9204934886908842
./GCF_000335875.ffn,./GCF_031039735.ffn,0.951384199864956
./GCF_000335875.ffn,./GCF_031039875.ffn,0.9534098582039164
./GCF_000335875.ffn,./GCF_032465795.ffn,0.0346612649110961
./GCF_000335875.ffn,./GCF_037779835.ffn,0.9311276164753544
./GCF_000335875.ffn,./GCF_037856515.ffn,0.9128966914247132
./GCF_000335875.ffn,./GCF_037888875.ffn,0.9056943506639658
./GCF_000335875.ffn,./GCF_037888925.ffn,0.9056943506639658
./GCF_000335875.ffn,./GCF_038381885.ffn,0.9126716182759396
./GCF_000335875.ffn,./GCF_039775395.ffn,0.9178483006977268
./GCF_000335875.ffn,./GCF_039778195.ffn,0.91672293495386
./GCF_000335875.ffn,./GCF_039778255.ffn,0.917705735660848
./GCF_000335875.ffn,./GCF_040895365.ffn,0.9475579563358092
./GCF_000335875.ffn,./GCF_041080895.ffn,0.9074949358541526
./GCF_000335875.ffn,./GCF_041117435.ffn,0.9491334683772226
./GCF_000335875.ffn,./GCF_041411285.ffn,0.0346612649110961
./GCF_000335875.ffn,./GCF_041927315.ffn,0.9475579563358092
./GCF_000335875.ffn,./GCF_041937595.ffn,0.9318028359216746
./GCF_000335875.ffn,./GCF_042185415.ffn,0.9119963988296196
./GCF_000335875.ffn,./GCF_042191485.ffn,0.9635381498987172
./GCF_000335875.ffn,./GCF_900205245.ffn,0.9635381498987172
./GCF_000335875.ffn,./GCF_900205295.ffn,0.9626678807193262
./GCF_000335875.ffn,./GCF_907163145.ffn,0.9140220571685798
./GCF_000335875.ffn,./GCF_907163195.ffn,0.9137969840198064
./GCF_000462995.ffn,./GCF_000487035.ffn,0.9727148703956344
./GCF_000462995.ffn,./GCF_000487215.ffn,0.974306502955889
./GCF_000462995.ffn,./GCF_000623175.ffn,0.5622518103246905
./GCF_000462995.ffn,./GCF_000623635.ffn,0.5615074662242238
./GCF_000462995.ffn,./GCF_000624355.ffn,0.5637473585348673
./GCF_000462995.ffn,./GCF_000624555.ffn,0.5652888680131517
./GCF_000462995.ffn,./GCF_000624655.ffn,0.5646034361026124
./GCF_000462995.ffn,./GCF_000625015.ffn,0.5646807500593402
./GCF_000462995.ffn,./GCF_000625535.ffn,0.5660600330891042
./GCF_000462995.ffn,./GCF_000625735.ffn,0.5618057196880171
./GCF_000462995.ffn,./GCF_000626035.ffn,0.5647668393782384
./GCF_000462995.ffn,./GCF_000626075.ffn,0.5632210972451142
./GCF_000462995.ffn,./GCF_000626375.ffn,0.5707373271889401
./GCF_000462995.ffn,./GCF_000743055.ffn,0.9304229195088676
./GCF_000462995.ffn,./GCF_000831045.ffn,0.562631210636809
./GCF_000462995.ffn,./GCF_001623585.ffn,0.9392905866302864
./GCF_000462995.ffn,./GCF_001623625.ffn,0.938381082310141
./GCF_000462995.ffn,./GCF_001623725.ffn,0.9313324238290132
./GCF_000462995.ffn,./GCF_001652385.ffn,0.9279217826284676
./GCF_000462995.ffn,./GCF_001831715.ffn,0.9406548431105048
./GCF_000462995.ffn,./GCF_001831985.ffn,0.9718053660754888
./GCF_000462995.ffn,./GCF_002507745.ffn,0.9356943150046598
./GCF_000462995.ffn,./GCF_002761335.ffn,0.9692671394799054
./GCF_000462995.ffn,./GCF_002761455.ffn,0.9698017519594284
./GCF_000462995.ffn,./GCF_002761475.ffn,0.9721715328467152
./GCF_000462995.ffn,./GCF_002900325.ffn,0.9345986736793964
./GCF_000462995.ffn,./GCF_003067925.ffn,0.9715779899954524
./GCF_000462995.ffn,./GCF_003067985.ffn,0.9683947248749432
./GCF_000462995.ffn,./GCF_003325335.ffn,0.9506593906321056
./GCF_000462995.ffn,./GCF_003581245.ffn,0.9301955434288312
./GCF_000462995.ffn,./GCF_003717055.ffn,0.972487494315598
./GCF_000462995.ffn,./GCF_003718095.ffn,0.9722601182355616
./GCF_000462995.ffn,./GCF_003719215.ffn,0.9727148703956344
./GCF_000462995.ffn,./GCF_003986655.ffn,0.9326966803092316
./GCF_000462995.ffn,./GCF_004324015.ffn,0.9326966803092316
./GCF_000462995.ffn,./GCF_004324275.ffn,0.9326966803092316
./GCF_000462995.ffn,./GCF_004919405.ffn,0.9313324238290132
./GCF_000462995.ffn,./GCF_005221485.ffn,0.9585157870477068
./GCF_000462995.ffn,./GCF_006741505.ffn,0.9595270577535244
./GCF_000462995.ffn,./GCF_006969245.ffn,0.9613460663938154
./GCF_000462995.ffn,./GCF_009664575.ffn,0.932924056389268
./GCF_000462995.ffn,./GCF_009729935.ffn,0.969718817591925
./GCF_000462995.ffn,./GCF_009884375.ffn,0.9320145520691224
./GCF_000462995.ffn,./GCF_015697785.ffn,0.9340609367894498
./GCF_000462995.ffn,./GCF_016025415.ffn,0.9331514324693042
./GCF_000462995.ffn,./GCF_016452045.ffn,0.944974988631196
./GCF_000462995.ffn,./GCF_016454305.ffn,0.9954524783992724
./GCF_000462995.ffn,./GCF_016917395.ffn,0.948472775564409
./GCF_000462995.ffn,./GCF_017372255.ffn,0.5773078672123693
./GCF_000462995.ffn,./GCF_019645915.ffn,0.9718053660754888
./GCF_000462995.ffn,./GCF_019670345.ffn,0.9326966803092316
./GCF_000462995.ffn,./GCF_019670385.ffn,0.9331514324693042
./GCF_000462995.ffn,./GCF_020715465.ffn,0.5739981785063752
./GCF_000462995.ffn,./GCF_021266265.ffn,0.9602091859936336
./GCF_000462995.ffn,./GCF_021497565.ffn,0.9583901773533424
./GCF_000462995.ffn,./GCF_021713115.ffn,0.9297407912687584
./GCF_000462995.ffn,./GCF_022226915.ffn,0.9699863574351978
./GCF_000462995.ffn,./GCF_022559445.ffn,0.9552069122328332
./GCF_000462995.ffn,./GCF_023379985.ffn,0.5699493787390704
./GCF_000462995.ffn,./GCF_024266125.ffn,0.5809458844929514
./GCF_000462995.ffn,./GCF_024266285.ffn,0.9686221009549796
./GCF_000462995.ffn,./GCF_024364925.ffn,0.9326966803092316
./GCF_000462995.ffn,./GCF_025426275.ffn,0.765575261482492
./GCF_000462995.ffn,./GCF_026801955.ffn,0.9313324238290132
./GCF_000462995.ffn,./GCF_028551175.ffn,0.933606184629377
./GCF_000462995.ffn,./GCF_028892685.ffn,0.9465666211914506
./GCF_000462995.ffn,./GCF_028892995.ffn,0.9561164165529786
./GCF_000462995.ffn,./GCF_029866625.ffn,0.5845839017735335
./GCF_000462995.ffn,./GCF_030122195.ffn,0.5811732605729877
./GCF_000462995.ffn,./GCF_030254725.ffn,0.9720327421555252
./GCF_000462995.ffn,./GCF_030505835.ffn,0.9731696225557072
./GCF_000462995.ffn,./GCF_031035935.ffn,0.9729422464756708
./GCF_000462995.ffn,./GCF_031038955.ffn,0.9394562485720812
./GCF_000462995.ffn,./GCF_031039735.ffn,0.9615734424738518
./GCF_000462995.ffn,./GCF_031039875.ffn,0.9636198271941792
./GCF_000462995.ffn,./GCF_032465795.ffn,0.5763983628922238
./GCF_000462995.ffn,./GCF_037779835.ffn,0.9495225102319236
./GCF_000462995.ffn,./GCF_037856515.ffn,0.9322419281491588
./GCF_000462995.ffn,./GCF_037888875.ffn,0.9313324238290132
./GCF_000462995.ffn,./GCF_037888925.ffn,0.9313324238290132
./GCF_000462995.ffn,./GCF_038381885.ffn,0.9331514324693042
./GCF_000462995.ffn,./GCF_039775395.ffn,0.938381082310141
./GCF_000462995.ffn,./GCF_039778195.ffn,0.9370168258299229
./GCF_000462995.ffn,./GCF_039778255.ffn,0.9376989540700318
./GCF_000462995.ffn,./GCF_040895365.ffn,0.958162801273306
./GCF_000462995.ffn,./GCF_041080895.ffn,0.9311050477489768
./GCF_000462995.ffn,./GCF_041117435.ffn,0.959981809913597
./GCF_000462995.ffn,./GCF_041411285.ffn,0.577762619372442
./GCF_000462995.ffn,./GCF_041927315.ffn,0.9602091859936336
./GCF_000462995.ffn,./GCF_041937595.ffn,0.9502046384720328
./GCF_000462995.ffn,./GCF_042185415.ffn,0.932469304229195
./GCF_000462995.ffn,./GCF_042191485.ffn,0.9720327421555252
./GCF_000462995.ffn,./GCF_900205245.ffn,0.972487494315598
./GCF_000462995.ffn,./GCF_900205295.ffn,0.9715456407921692
./GCF_000462995.ffn,./GCF_907163145.ffn,0.934288312869486
./GCF_000462995.ffn,./GCF_907163195.ffn,0.934288312869486
./GCF_000487035.ffn,./GCF_000487215.ffn,0.8632979923302504
./GCF_000487035.ffn,./GCF_000623175.ffn,0.9602896519504788
./GCF_000487035.ffn,./GCF_000623635.ffn,0.9608912064470254
./GCF_000487035.ffn,./GCF_000624355.ffn,0.960319323784926
./GCF_000487035.ffn,./GCF_000624555.ffn,0.961249412869892
./GCF_000487035.ffn,./GCF_000624655.ffn,0.9609319839962344
./GCF_000487035.ffn,./GCF_000625015.ffn,0.9608355091383812
./GCF_000487035.ffn,./GCF_000625535.ffn,0.9607657764121956
./GCF_000487035.ffn,./GCF_000625735.ffn,0.9607657764121956
./GCF_000487035.ffn,./GCF_000626035.ffn,0.9616109279321716
